Substrates	Concentration	Strain_Media	Growth_Status	Temperature	References
CL(18:1(9Z)/16:0/18:1(9Z)/19:0cycv8c)	0.05039± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:0/18:1(9Z)/17:0cycw7c)	0.04083± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:0/18:1(9Z)/14:0)	0.03907± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:0/19:0cycv8c/18:1(9Z))	0.05039± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:0/19:0cycv8c/19:0cycv8c)	0.09746± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:0/17:0cycw7c/18:1(9Z))	0.04083± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:0/17:0cycw7c/17:0cycw7c)	0.05457± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:0/14:0/18:1(9Z))	0.03907± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:0/14:0/14:0)	0.03935± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/16:1(9Z)/19:0cycv8c)	0.04991± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/16:1(9Z)/17:0cycw7c)	0.04892± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/16:1(9Z)/14:0)	0.05732± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/18:1(9Z)/18:1(9Z))	0.0842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/18:1(9Z)/19:0cycv8c)	0.06065± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/18:1(9Z)/17:0cycw7c)	0.04991± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/18:1(9Z)/14:0)	0.05201± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/19:0cycv8c/18:1(9Z))	0.06065± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/19:0cycv8c/19:0cycv8c)	0.06488± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/17:0cycw7c/18:1(9Z))	0.04991± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/17:0cycw7c/17:0cycw7c)	0.04241± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/14:0/18:1(9Z))	0.05201± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/16:1(9Z)/14:0/14:0)	0.05028± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/17:0cycw7c)	0.06065± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/14:0)	0.05242± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/19:0cycv8c/17:0cycw7c)	0.06488± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/19:0cycv8c/14:0)	0.04083± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/17:0cycw7c/18:1(9Z))	0.06065± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/17:0cycw7c/19:0cycv8c)	0.06488± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/17:0cycw7c/17:0cycw7c)	0.04962± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/17:0cycw7c/14:0)	0.03643± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/14:0/18:1(9Z))	0.05242± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/14:0/19:0cycv8c)	0.04083± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/14:0/17:0cycw7c)	0.03643± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/18:1(9Z)/14:0/14:0)	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/19:0cycv8c/18:1(9Z)/17:0cycw7c)	0.06488± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/19:0cycv8c/18:1(9Z)/14:0)	0.04083± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/19:0cycv8c/19:0cycv8c/14:0)	0.06563± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/19:0cycv8c/17:0cycw7c/18:1(9Z))	0.06488± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/19:0cycv8c/17:0cycw7c/17:0cycw7c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/19:0cycv8c/14:0/18:1(9Z))	0.04083± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/19:0cycv8c/14:0/19:0cycv8c)	0.06563± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/19:0cycv8c/14:0/14:0)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/18:1(9Z)/17:0cycw7c)	0.04962± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/18:1(9Z)/14:0)	0.03643± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/19:0cycv8c/17:0cycw7c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/17:0cycw7c/18:1(9Z))	0.04962± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/17:0cycw7c/19:0cycv8c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/17:0cycw7c/17:0cycw7c)	0.04948± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/17:0cycw7c/14:0)	0.03986± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/14:0/18:1(9Z))	0.03643± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/14:0/17:0cycw7c)	0.03986± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/17:0cycw7c/14:0/14:0)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/18:1(9Z)/14:0)	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/19:0cycv8c/19:0cycv8c)	0.06563± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/19:0cycv8c/14:0)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/17:0cycw7c/17:0cycw7c)	0.03986± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/17:0cycw7c/14:0)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/14:0/18:1(9Z))	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/14:0/19:0cycv8c)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/14:0/17:0cycw7c)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(18:1(9Z)/14:0/14:0/14:0)	0.04668± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/15:0cyclo/17:0cycw7c)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/15:0cyclo/14:0)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/16:0/19:0cycv8c)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/16:1(9Z)/19:0cycv8c)	0.04948± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/18:1(9Z)/19:0cycv8c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/19:0cycv8c/19:0cycv8c)	0.12557± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/19:0cycv8c/14:0)	0.10425± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/17:0cycw7c/17:0cycw7c)	0.10726± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/15:0cyclo/14:0/19:0cycv8c)	0.10425± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/16:0/17:0cycw7c)	0.10726± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/16:0/14:0)	0.06756± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/16:1(9Z)/19:0cycv8c)	0.06563± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/18:1(9Z)/19:0cycv8c)	0.09746± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/19:0cycv8c/17:0cycw7c)	0.06539± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/19:0cycv8c/14:0)	0.10726± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/17:0cycw7c/19:0cycv8c)	0.06539± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/17:0cycw7c/17:0cycw7c)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/14:0/19:0cycv8c)	0.10726± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:0/14:0/14:0)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/16:1(9Z)/17:0cycw7c)	0.04241± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/16:1(9Z)/14:0)	0.03779± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/18:1(9Z)/19:0cycv8c)	0.06488± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/19:0cycv8c/17:0cycw7c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/19:0cycv8c/14:0)	0.05457± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/17:0cycw7c/19:0cycv8c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/17:0cycw7c/17:0cycw7c)	0.04948± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/14:0/19:0cycv8c)	0.05457± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/16:1(9Z)/14:0/14:0)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/18:1(9Z)/18:1(9Z)/17:0cycw7c)	0.06488± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/18:1(9Z)/18:1(9Z)/14:0)	0.04083± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/18:1(9Z)/19:0cycv8c/14:0)	0.06563± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/18:1(9Z)/17:0cycw7c/17:0cycw7c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/18:1(9Z)/14:0/19:0cycv8c)	0.06563± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/18:1(9Z)/14:0/14:0)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/19:0cycv8c/19:0cycv8c/14:0)	0.06539± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/19:0cycv8c/17:0cycw7c/17:0cycw7c)	0.12557± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/19:0cycv8c/17:0cycw7c/14:0)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/19:0cycv8c/14:0/19:0cycv8c)	0.06539± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/19:0cycv8c/14:0/17:0cycw7c)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/19:0cycv8c/14:0/14:0)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/17:0cycw7c/19:0cycv8c/17:0cycw7c)	0.12557± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/17:0cycw7c/19:0cycv8c/14:0)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/17:0cycw7c/17:0cycw7c/19:0cycv8c)	0.12557± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/17:0cycw7c/17:0cycw7c/14:0)	0.10425± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/17:0cycw7c/14:0/19:0cycv8c)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/17:0cycw7c/14:0/17:0cycw7c)	0.10425± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/17:0cycw7c/14:0/14:0)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/14:0/19:0cycv8c/14:0)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/14:0/17:0cycw7c/17:0cycw7c)	0.10425± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/14:0/17:0cycw7c/14:0)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/14:0/14:0/19:0cycv8c)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(19:0cycv8c/14:0/14:0/17:0cycw7c)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/15:0cyclo/16:0/17:0cycw7c)	0.06756± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/15:0cyclo/16:1(9Z)/17:0cycw7c)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/15:0cyclo/18:1(9Z)/17:0cycw7c)	0.04144± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/15:0cyclo/19:0cycv8c/17:0cycw7c)	0.10726± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/15:0cyclo/17:0cycw7c/17:0cycw7c)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/15:0cyclo/17:0cycw7c/14:0)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/15:0cyclo/14:0/17:0cycw7c)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/15:0cyclo/14:0/14:0)	0.05822± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:0/16:0/17:0cycw7c)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:0/16:0/14:0)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:0/16:1(9Z)/17:0cycw7c)	0.03986± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:0/18:1(9Z)/17:0cycw7c)	0.05457± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:0/19:0cycv8c/17:0cycw7c)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:0/17:0cycw7c/17:0cycw7c)	0.10425± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:0/17:0cycw7c/14:0)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:0/14:0/17:0cycw7c)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:1(9Z)/16:1(9Z)/14:0)	0.04701± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:1(9Z)/18:1(9Z)/17:0cycw7c)	0.04241± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:1(9Z)/19:0cycv8c/17:0cycw7c)	0.04948± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:1(9Z)/17:0cycw7c/17:0cycw7c)	0.04144± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:1(9Z)/17:0cycw7c/14:0)	0.03696± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/16:1(9Z)/14:0/17:0cycw7c)	0.03696± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/18:1(9Z)/18:1(9Z)/14:0)	0.03643± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/18:1(9Z)/19:0cycv8c/17:0cycw7c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/18:1(9Z)/17:0cycw7c/17:0cycw7c)	0.04948± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(17:0cycw7c/18:1(9Z)/17:0cycw7c/14:0)	0.03986± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
